eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.1,7,1,0.65,1,0,0,40,0.08467141628849884
0.3,7,1,0.65,1,0,0,16,0.09455666480847692
0.01,1,3,0.65,1,0,0,489,0.08116367888714396
0.05,1,3,0.65,1,0,0,119,0.08101485440685846
0.1,1,3,0.65,1,0,0,68,0.08094539769596018
0.3,1,3,0.65,1,0,0,33,0.0807797213276794
0.01,3,3,0.65,1,0,0,442,0.08003168120041694
0.05,3,3,0.65,1,0,0,90,0.07995039630788345
0.1,3,3,0.65,1,0,0,49,0.0803668663469845
0.3,3,3,0.65,1,0,0,16,0.08225550306478359
0.01,5,3,0.65,1,0,0,468,0.07989004503906885
0.05,5,3,0.65,1,0,0,89,0.08088013101290617
0.1,5,3,0.65,1,0,0,46,0.08128015503055463
0.3,5,3,0.65,1,0,0,14,0.08628136112625136
0.01,7,3,0.65,1,0,0,468,0.08001331612330644
0.05,7,3,0.65,1,0,0,135,0.08035216068755664
0.1,7,3,0.65,1,0,0,46,0.08287848741027021
0.3,7,3,0.65,1,0,0,14,0.08629728588892932
0.01,1,5,0.65,1,0,0,550,0.08088875044923416
0.05,1,5,0.65,1,0,0,104,0.08096134787589929
0.1,1,5,0.65,1,0,0,68,0.08074443075276895
0.3,1,5,0.65,1,0,0,32,0.08066514834702077
0.01,3,5,0.65,1,0,0,439,0.07926072747968714
0.05,3,5,0.65,1,0,0,88,0.07959854263549818
0.1,3,5,0.65,1,0,0,64,0.07932134766342275
0.3,3,5,0.65,1,0,0,15,0.08064915131686581
0.01,5,5,0.65,1,0,0,442,0.07929781531390837
0.05,5,5,0.65,1,0,0,94,0.08056374629829677
0.1,5,5,0.65,1,0,0,46,0.08063819577858455
0.3,5,5,0.65,1,0,0,16,0.0848229253538791
0.01,7,5,0.65,1,0,0,464,0.07953905476877685
0.05,7,5,0.65,1,0,0,91,0.08022990426477887
0.1,7,5,0.65,1,0,0,45,0.07989975585119502
0.3,7,5,0.65,1,0,0,15,0.08735935785070176
0.01,1,7,0.65,1,0,0,607,0.08078167409006623
0.05,1,7,0.65,1,0,0,104,0.08095267119601111
0.1,1,7,0.65,1,0,0,87,0.08065978603448316
0.3,1,7,0.65,1,0,0,32,0.08054148245910431
0.01,3,7,0.65,1,0,0,463,0.07894017644941535
0.05,3,7,0.65,1,0,0,113,0.07955194923006369
0.1,3,7,0.65,1,0,0,45,0.08049636558313286
0.3,3,7,0.65,1,0,0,11,0.08103297768437856
0.01,5,7,0.65,1,0,0,455,0.07851194238190855
0.05,5,7,0.65,1,0,0,90,0.08066863584544355
0.1,5,7,0.65,1,0,0,49,0.08021470019780175
0.3,5,7,0.65,1,0,0,14,0.08405713073200566
0.01,7,7,0.65,1,0,0,455,0.07892524648489492
0.05,7,7,0.65,1,0,0,85,0.07927818801805808
0.1,7,7,0.65,1,0,0,46,0.07990645510839278
0.3,7,7,0.65,1,0,0,11,0.08661653183663567
0.01,1,1,0.8,1,0,0,492,0.08156630052753029
0.05,1,1,0.8,1,0,0,132,0.08150879787951411
0.1,1,1,0.8,1,0,0,49,0.08152143505658707
0.3,1,1,0.8,1,0,0,19,0.08190054206360571
0.01,3,1,0.8,1,0,0,436,0.08096827249404731
